DoctorNo,DoctorID,RoomNo,FirstName,SecondName,GovHospital,BasicPayment($),Experience(years)
251,AWjSKXjnRxPSIh2RAMyz,251,ESPINDOLA,SADIE,Dallas County Medical Center,7.61,37
252,AVwdB7RQkufWRAb51kbw,252,SHUKLA,SAMUEL,Mercy Hospital Booneville,3347.37,2
253,AVwejVyj_7pvs4fzEE-g,253,PETRAS,SARA,"De Queen Medical Center, Inc",80.58,25
254,AWrLXaZgZ4Yw-wtdgFG6,254,STEINBERGER,SARAI,Little River Memorial Hospital,361.92,12
255,AVwdlVqtByjofQCxqium,255,CASNER,SAVANNAH,Baptist Health Medical Center-arkadelphia,12.132,6
256,AWrLUEEaQTFama1XpNO4,256,CARICO,SAVANNAH,Fulton County Hospital,82.368,20
257,AVwc-dL9kufWRAb50_6V,257,SEEVERS,SAWYER,Ashley County Medical Center,53.92,1
258,AVwc152kIN2L1WUfpfOA,258,WESTWOOD,SCARLETT,Chi St Vincent Morrilton,647.904,1
259,AVwc8EmJIN2L1WUfqijA,259,HOSEA,SEAN,Delta Memorial Hospital,20.37,19
260,AWhw0dIda4HuVbedf4DD,260,MCPHILLIPS,SELENA,Bradley County Medical Center,221.55,3
261,AWhsAOKiIxWefVJwDEP4,261,NYGREN,SERENA,Chicot Memorial Medical Center,17.52,1
262,AWrLOsk4QTFama1XpNB5,262,WAGAMAN,SERENA,Mercy Hospital Berryville,1.624,15
263,AWrLOOrHQTFama1XpNAY,263,COGHLAN,SHAINDY,Piggott Community Hospital,3059.982,1
264,AVweVtoSByjofQCxxV_-,264,SUTHERLIN,SHULEM,Ozarks Community Hospital Of Gravette,2519.958,2
265,AWqGcK9gsVYjT2BJ-I8x,265,SELLMAN,SOPHIA,Arkansas Children's Hospital,328.224,10
266,AVwd4dxuIN2L1WUf0Ccy,266,BASHORE,SUMMER,"Arkansas Children's Northwest, Inc",79.9,16
267,AVwelwumByjofQCxzpl3,267,MULLICAN,THIAGO,St Rose Hospital,14.016,5
268,AVwdCGc6IN2L1WUfrgMs,268,STONEBURNER,THOMAS,St Joseph Hospital,7.56,3
269,AVwdNvhCkufWRAb53g44,269,MONTAG,TIMOTHY,Mills-peninsula Medical Center,37.208,8
270,AV4fnOOKRxPSIh2RerUb,270,KARST,VALERIE,California Pacific Medical Ctr-davies Campus Hosp,57.576,9
271,AWrLH48pQTFama1XpMmy,271,MURCH,VANESSA,Queen Of The Valley Medical Center,725.84,11
272,AWrLHxLEsVYjT2BJAa4m,272,PUFFER,VIVIAN,Adventist Health St Helena,209.93,16
273,AVweBbD3_7pvs4fz_WRm,273,SABALA,WESLEY,Sutter Amador Hospital,5.28,37
274,AVzoRUxPFcQ3k02bC7PM,274,PAULI,WILLIAM,Mercy General Hospital,10.92,2
275,AV1st3EIRxPSIh2RbEKA,275,ODONOGHUE,WINSTON,Riverside Community Hospital,8.82,25
276,AVwdPmWn_7pvs4fz3zXf,276,LASSEN,YAEL,Paradise Valley Hospital,5.98,12
277,AVwcm2ES_7pvs4fzw_PP,277,MATTERA,ZACHARY,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,11.648,6
278,AWrLA_HFZ4Yw-wtdgDsZ,278,MCANINCH,ZOE,Grossmont Hospital,18.176,20
279,AWnW30dkQTFama1XYvLT,279,PORTUGAL,ZOEY,Mad River Community Hospital,59.712,1
280,AWnW3hE9QTFama1XYuxt,280,CLINGAN,ZOEY,Oroville Hospital,24.84,1
281,AWrK_6mmcuP9ADUBCT_c,281,MICHENER,ZOEY,Bakersfield Memorial Hospital,2.08,19
282,AWNT0jbfa4HuVbedQDh9,282,MUNSELL,ZOEY,Santa Clara Valley Medical Center,1114.4,3
283,AV1c2Qrp3-Khe5l_L4Kx,283,STREETMAN,ABIGAIL,Enloe Medical Center,1038.84,1
284,AVzA-jrOFcQ3k02bBagJ,284,HARTON,ABRAHAM,Lac/olive View-ucla Medical Center,141.76,15
285,AV0aTw9-3D1zeR_xEXVE,285,SWARTS,ADAM,St Elizabeth Community Hospital,239.8,1
286,AWrK67ZfcuP9ADUBCTnX,286,HONIG,ADDISON,Alta Bates Summit Medical Center,31.104,2
287,AWCRRBcg3-Khe5l_cmul,287,JESUS,ADDISON,El Centro Regional Medical Center,254.058,10
288,AV5bHMg6a4HuVbedDdqJ,288,RENTAS,ADELE,California Pacific Medical Ctr-pacific Campus Hosp,194.528,16
289,AWrK562nsVYjT2BJAZwI,289,TROSPER,ADEN,San Gorgonio Memorial Hospital,961.48,5
290,AWrK53t0cuP9ADUBCTik,290,COFFIELD,AIDAN,California Pacific Medical Ctr - St. Luke's Campus,19.096,3
291,AWrK51XTZ4Yw-wtdgDFF,291,BURKET,AIDEN,Antelope Valley Hospital,18.496,8
292,AWrK5kj6QTFama1XpLf9,292,DONAGHY,AILEEN,Kaweah Delta Medical Center,255.984,9
293,AWrK5jf2QTFama1XpLf3,293,BYUN,ALESSANDRA,Glendale Mem Hospital & Hlth Center,86.97,11
294,AV1js3an3-Khe5l_OFW7,294,RIESS,ALEX,Community Regional Medical Center,300.416,16
295,AVwchR7CIN2L1WUfl1bF,295,MCQUEARY,ALI,Hollywood Presbyterian Medical Center,230.352,37
296,AWofrTjvQTFama1Xd4LX,296,STAYTON,ALICE,Oak Valley Hospital District,218.352,2
297,AWrK5crLQTFama1XpLfc,297,FERRON,ALMA,St Joseph Hospital,78.6,25
298,AWrK5cuhQTFama1XpLfe,298,WEDDING,ALYSSA,Kaiser Foundation Hospital - South San Francisco,27.552,12
299,AWrK5b8csVYjT2BJAZuE,299,TIBBITTS,AMANDA,Kaiser Foundation Hospital-santa Clara,32.4,6
300,AWh_pvsSa4HuVbedgC4W,300,FRISBEE,AMELIA,Kaiser Foundation Hospital - Walnut Creek,1082.48,20
301,AWrK4t6MsVYjT2BJAZrA,301,REINOSO,AMIRAH,Kaiser Foundation Hospital And Rehab Center,56.91,1
302,AWrK4gqHsVYjT2BJAZqN,302,LAMA,AMIYAH,Kaiser Foundation Hospital - Oakland/richmond,77.6,1
303,AWrK4gJKZ4Yw-wtdgC_E,303,ALLYN,ANDERSON,Kaiser Foundation Hospital - San Francisco,14.28,19
304,AWiR5RaWIxWefVJwDihj,304,SHEEN,ANDREA,Scripps Mercy Hospital,219.075,3
305,AWkq75DWa4HuVbedkvam,305,TYRA,ANDREW,Providence Little Co Of Mary Med Ctr San Pedro,26.8,1
306,AVweDEFEkufWRAb5_jBV,306,GOLDER,ANDY,St Johns Regional Medical Center,9.84,15
307,AVwdBN1i_7pvs4fz1Z_z,307,VEASEY,ANGELO,St Joseph's Medical Center Of Stockton,45.48,1
308,AVwcszIAByjofQCxhODg,308,SCHROTH,ANGELO,Community Hospital Of San Bernardino,289.2,2
309,AVwc8n4nkufWRAb50tig,309,KUKLA,ANNA,Sonoma Valley Hospital,4.89,10
310,AVwdRfXaIN2L1WUfuEhg,310,NARAYAN,ANNABELLE,Community Hospital Of Huntington Park,15.136,16
311,AVzYZQ643D1zeR_xBqCY,311,VANDEMARK,ANNE,Saint Agnes Medical Center,466.768,5
312,AVwdNDxk_7pvs4fz3Xlg,312,HORACE,ANNIE,"West Covina Medical Center, Inc",15.232,3
313,AVwdLy4ekufWRAb53Lgn,313,KADLEC,ARI,San Antonio Regional Hospital,6.264,8
314,AVwd-lDwkufWRAb5-7IT,314,PORTNOY,ARIAH,Sharp Memorial Hospital,87.54,9
315,AVwc85qS_7pvs4fz0s7-,315,REYNOSA,ARYA,Sutter Solano Medical Center,178.384,11
316,AWrKirU5QTFama1XpKO6,316,SURPRENANT,ASHER,Parkview Community Hospital Medical Center,15.552,16
317,AVweOUoa_7pvs4fzBH8Q,317,SAVELL,ATHENA,White Memorial Medical Center,99.136,37
318,AWrKbIwAsVYjT2BJAYKj,318,SEAGLE,AUBREY,Saint Francis Medical Center,135.882,2
319,AWrKYoDZcuP9ADUBCR4q,319,VANDERVORT,AUSTIN,Marian Regional Medical Center,3991.98,25
320,AWjd8lho3-Khe5l_1DdH,320,EYE,AUTUMN,"Sutter Medical Center, Sacramento",275.94,12
321,AWrKXKykQTFama1XpJzi,321,ECCLESTON,AVA,Lompoc Valley Medical Center,360,6
322,AVwdX_Zd_7pvs4fz5OfW,322,BLAISE,AVA,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,43.57,20
323,AWrKUyhFcuP9ADUBCRvo,323,GLASPIE,AVERY,San Mateo Medical Center,7.16,1
324,AWiKiRgnRxPSIh2R917z,324,CRESSMAN,AVERY,Palomar Health Downtown Campus,251.52,1
325,AVwdfxs3kufWRAb56d8P,325,LAHTI,AXEL,Northridge Hospital Medical Center,99.99,19
326,AWrKTSd-cuP9ADUBCRrk,326,YOCOM,AYDEN,Doctors Hospital Of Manteca,15.992,3
327,AWrKTSdjsVYjT2BJAX1g,327,LEPPERT,AYLA,Adventist Health Hanford,290.898,1
328,AVwehuMukufWRAb5DwwP,328,BRENDLE,BIANCA,Dameron Hospital,54.224,15
329,AWrKRg3GcuP9ADUBCRmH,329,GREENOUGH,BINYAMIN,Usc Verdugo Hills Hospital,786.744,1
330,AWrKQQggsVYjT2BJAXtE,330,RELYEA,BLAKE,Regional Medical Center Of San Jose,100.24,2
331,AV12lWrIRxPSIh2Rcvj9,331,MARINEZ,BLAKE,Valley Presbyterian Hospital,37.764,10
332,AWrKNCSPQTFama1XpJaQ,332,BOULEY,BLAKE,Woodland Memorial Hospital,82.8,16
333,AWrKM0gIsVYjT2BJAXlv,333,FINCHAM,BRADLEY,Tri-city Medical Center,20.724,5
334,AWrKM0hKcuP9ADUBCRbE,334,HIGHLEY,BRADLEY,St Bernardine Medical Center,4.896,3
335,AWrKMm8_sVYjT2BJAXk-,335,GOZA,BRADLEY,Novato Community Hospital,4.752,8
336,AVwcuGyfkufWRAb5yS2k,336,NORRELL,BRAYAN,San Gabriel Valley Medical Center,959.984,9
337,AVwcnDXC_7pvs4fzxBmS,337,YUSUF,BRAYDEN,Rideout Memorial Hospital,14.368,11
338,AVwclDtv_7pvs4fzwqjd,338,OHM,BREINDY,Southern California Hospital At Hollywood,7.712,16
339,AVweHrPZIN2L1WUf2KDP,339,THAKKAR,BRENDAN,Petaluma Valley Hospital,698.352,37
340,AVzBFyEr-gnIPe8DSjjr,340,COSENZA,BRENDAN,Kaiser Foundation Hospital - Panorama City,4.96,2
341,AWde5Eo83-Khe5l_smYC,341,EFIRD,BRYSON,Kaiser Foundation Hospital - Los Angeles,17.856,25
342,AWrKHWvFQTFama1XpJGM,342,HEGER,CALEB,Kaiser Foundation Hospital - Downey,509.97,12
343,AWrKGIPOQTFama1XpJBJ,343,DYSART,CAMDEN,Kaiser Foundation Hospital Fontana,30.992,6
344,AWrKGIO5cuP9ADUBCRB9,344,MANGO,CAMERON,Community Hospital Of The Monterey Peninsula,71.928,20
345,AVweITA2_7pvs4fzAS8P,345,FITCHETT,CAMERON,California Hospital Medical Center La,88.8,1
346,AV1beGeKLD2H7whiahmO,346,KRING,CAMERON,Sierra Nevada Memorial Hospital,47.976,1
347,AV12YRCSa4HuVbed8stk,347,PAOLUCCI,CARSON,Saint Francis Memorial Hospital,7.56,19
348,AWdsWh5Ea4HuVbeda2cK,348,MENGES,CARTER,O'connor Hospital,24.56,3
349,AWrKD-KvcuP9ADUBCQ4U,349,LAYDEN,CARTER,Encino Hospital Medical Center,12.96,1
350,AWrKD8z8cuP9ADUBCQ4O,350,MCCLEERY,CATHERINE,Ventura County Medical Center,6.79,15
351,AWrKD78JZ4Yw-wtdgAag,351,BENKO,CHARLOTTE,San Joaquin General Hospital,24.56,1
352,AV6S0sNia4HuVbedFEUp,352,SANDOR,CHARLOTTE,St Jude Medical Center,3.048,2
353,AVwcz4lQIN2L1WUfpJT5,353,BLAKNEY,CHRISTOPHER,Pih Health Hospital-whittier,49.12,10
354,AVwceviMByjofQCxesvk,354,ZANDERS,CINDY,Santa Rosa Memorial Hospital,4355.168,16
355,AWhA59yZa4HuVbedeF9k,355,GENGLER,CLAIRE,Emanuel Medical Center,388.704,5
356,AWrKADcYsVYjT2BJAW-d,356,FUJITA,COLE,John Muir Medical Center - Walnut Creek Campus,8.26,3
357,AVwc6LYuIN2L1WUfqNzf,357,HULS,COLIN,George L Mee Memorial Hospital,17.04,8
358,AWkGQei0IxWefVJwGV-F,358,BASQUEZ,COOPER,St Mary Medical Center,34.4,9
359,AVwd0PszByjofQCxsw3T,359,TREPANIER,CORA,Adventist Health Reedley,36.24,11
360,AV1tfdtw3-Khe5l_OjVB,360,SPADARO,CYNTHIA,Watsonville Community Hospital,647.84,16
361,AWEKXPGbIxWefVJww6Sm,361,ANKNEY,DAMIEN,Washington Hospital,20.7,37
362,AWoxrezYsVYjT2BJ2WwH,362,DAMIANI,DANIEL,Sequoia Hospital,20.7,2
363,AVwcotoGByjofQCxggN3,363,GAMES,DANIELA,Palmdale Regional Medical Center,488.646,25
364,AWrJ7g_eZ4Yw-wtdf__H,364,CHERNEY,DECLAN,East Valley Glendora Hospital,5.56,12
365,AWh02ZgIa4HuVbedf81U,365,FITZSIMONS,DECLAN,Alameda Hospital,47.12,6
366,AWrJ521kcuP9ADUBCQUm,366,DEARMAS,DESTINY,Sharp Chula Vista Medical Center,211.96,20
367,AVwd2vN0IN2L1WUfzzp1,367,BONET,DEVIN,Hoag Memorial Hospital Presbyterian,23.2,1
368,AV1dwiI-3-Khe5l_M2r4,368,DIEM,DEVORA,Adventist Health Feather River,7.36,1
369,AVwd2qbkkufWRAb59096,369,SHIMP,DOMINIC,Ahmc Anaheim Regional Medical Center,104.79,19
370,AVwciboYIN2L1WUfmDYw,370,AGRAWAL,DONOVAN,Zuckerberg San Francisco General Hosp & Trauma Ctr,1043.92,3
371,AWrJyD6ZZ4Yw-wtdf_fT,371,GAW,EDEN,Garden Grove Hospital & Medical Center,25.92,1
372,AWrJxsAdQTFama1XpH4D,372,GAHAGAN,EDISON,Pomona Valley Hospital Medical Center,53.424,15
373,AVwcs96y_7pvs4fzyC59,373,FOSSETT,EDWARD,French Hospital Medical Center,8.16,1
374,AWrJxWu1sVYjT2BJAWMZ,374,KAFKA,EDWIN,Sharp Coronado Hospital And Hlthcr Ctr,1023.936,2
375,AVweiwFUkufWRAb5D61z,375,DEDIOS,ELI,Providence Saint Joseph Medical Ctr,9.24,10
376,AV4ZNFgva4HuVbed_U1L,376,CORYELL,ELIJAH,Adventist Health Simi Valley,479.04,16
377,AVwdX3_U_7pvs4fz5NUR,377,BAHE,ELISE,Methodist Hospital Of Southern Ca,99.136,5
378,AWrJvCD9cuP9ADUBCPuJ,378,WURM,ELIZABETH,Glendale Adventist Medical Center,1488.424,3
379,AWBoVAjwIxWefVJwu-OD,379,WISHART,ELLA,Dominican Hospital,8.652,8
380,AVwdyfg2_7pvs4fz9SKc,380,DRAY,ELOISE,Desert Regional Medical Center,23.832,9
381,AV1TreVyLD2H7whiaKLJ,381,ARMER,ELSA,Arrowhead Regional Medical Center,12.176,11
382,AWrJsPz0QTFama1XpHml,382,KHALID,ELVIS,Natividad Medical Center,50.96,16
383,AVwcnIEDkufWRAb5xG7N,383,GASSAWAY,EMELY,Marshall Medical Center,49.536,37
384,AVwd1JHAIN2L1WUfzl85,384,VAWTER,EMILY,Good Samaritan Hospital,41.9,2
385,AWjXMNuvIxWefVJwF6Oa,385,LOEW,EMILY,Sierra View Medical Center,375.4575,25
386,AWrJokU5Z4Yw-wtdf-_f,386,COELLO,EMILY,Ronald Reagan U C L A Medical Center,83.976,12
387,AV1c3PIoIxWefVJweLA9,387,CURREN,EMMA,Redlands Community Hospital,482.34,6
388,AV58cwRoRxPSIh2Rkle2,388,GILDER,EMMA,Contra Costa Regional Medical Center,2.96,20
389,AWrJnMxicuP9ADUBCPTC,389,LETENDRE,ERIC,Providence Holy Cross Medical Center,2.624,1
390,AVwclfigByjofQCxf7T7,390,SPRECHER,ETHAN,Hi-desert Medical Center,23.36,1
391,AWrJlBkbZ4Yw-wtdf-zI,391,REXRODE,ETHAN,Mercy Medical Center Redding,39.98,19
392,AV1TsEUm3D1zeR_xFE4_,392,MINICH,EVA,Alhambra Hospital Medical Center,246.384,3
393,AVz3azTLLD2H7whiYL31,393,KOEPP,EVELYN,Stanford Health Care - Valleycare,1799.97,1
394,AWrJf5tssVYjT2BJAVSm,394,MULLOY,EVERETT,Seton Medical Center,12.462,15
395,AWrJf5c2QTFama1XpG8T,395,BOHMAN,EZEKIEL,Providence Saint John's Health Center,75.792,1
396,AWrJf5b7sVYjT2BJAVSi,396,GAMBREL,EZRA,Sutter Santa Rosa Regional Hospital,49.96,2
397,AWrJf5clZ4Yw-wtdf-h8,397,HACKLEY,FAITH,Riverside University Health System-medical Center,12.96,10
398,AWlR4fNZRxPSIh2RFE2l,398,DEMASI,FELIX,Mercy Hospital,70.12,16
399,AWrJf5NMsVYjT2BJAVSg,399,HOFFERT,FIONA,Hazel Hawkins Memorial Hospital,35.952,5
400,AWd2rpopIxWefVJw-kJz,400,KITTREDGE,FIONA,Barstow Community Hospital,2396.2656,3
401,AWdnQKoGIxWefVJw978z,401,MALTBY,FRANCESCA,St Mary Medical Center,131.136,8
402,AVwc9g9IkufWRAb502Lz,402,NYQUIST,FREDERICK,Adventist Health Ukiah Valley,57.584,9
403,AWGFRPoJa4HuVbedOeGJ,403,SCHIEBER,FREIDA,Alta Bates Summit Medical Center - Alta Bates Camp,9.568,11
404,AWirYu0aa4HuVbedhqja,404,KENNELL,GABRIELLE,El Camino Hospital,39.072,16
405,AWmf0Yuy3-Khe5l_7SrD,405,CALDERWOOD,GEMMA,Sutter Roseville Medical Center,35.91,37
406,AWjd7e4HRxPSIh2RAWT0,406,COMPEAN,GIANNA,Sutter Tracy Community Hospital,179.95,2
407,AVwdzi_7ByjofQCxsqcL,407,ROMINES,GIOVANNA,Kern Medical Center,1199.976,25
408,AWrJcJOYcuP9ADUBCOrc,408,SIMONELLI,GIOVANNI,Highland Hospital,27.15,12
409,AVwdFxLo_7pvs4fz2J03,409,PICO,GISELLE,Scripps Memorial Hospital La Jolla,1004.024,6
410,AWrJZrnScuP9ADUBCOhx,410,ODA,GIULIANA,Loma Linda University Medical Center,9.68,20
411,AWrJZMi4Z4Yw-wtdf-Jh,411,HOLTE,GOLDA,Corona Regional Medical Center,28.35,1
412,AWrJZLxsZ4Yw-wtdf-Jf,412,BATE,GRANT,Salinas Valley Memorial Hospital,55.98,1
413,AWrJY-YjsVYjT2BJAU49,413,LEARN,HAILEY,Adventist Health Sonora,1336.829,19
414,AWrJY2UDQTFama1XpGhu,414,LOWENSTEIN,HAMZA,Adventist Health Lodi Memorial,113.568,3
415,AWrJY1-uQTFama1XpGhr,415,HOLTMAN,HARMONY,Pioneers Memorial Healthcare District,139.86,1
416,AVwda2jx_7pvs4fz5sqr,416,MINGUS,HEAVEN,University Of California Irvine Med Center,307.136,15
417,AWrJXn-lZ4Yw-wtdf-El,417,SESSA,HENRY,Beverly Hospital,95.92,1
418,AVzxmYP0LD2H7whiX4Al,418,LEGENDRE,HINDA,Torrance Memorial Medical Center,383.8,2
419,AWrJUxnosVYjT2BJAUqx,419,GERRISH,HUDSON,Barton Memorial Hospital,5.78,10
420,AWkGG_C33-Khe5l_1Ymj,420,SCHOENBERG,IMRAN,Providence Little Company Of Mary Med Ctr Torrance,9.32,16
421,AVwcqHFBIN2L1WUfncqc,421,LIBERMAN,IRENE,Goleta Valley Cottage Hospital,15.25,5
422,AV0MwEij-gnIPe8DU81E,422,MCLACHLAN,ISAAC,Marin General Hospital,196.752,3
423,AVwdj1h6kufWRAb57Ftn,423,HIGGINSON,ISABELLA,Northbay Medical Center,56.56,8
424,AWrJPJtaZ4Yw-wtdf9jp,424,VINCE,ISABELLA,Lac+usc Medical Center,32.7,9
425,AWkq1ARp3-Khe5l_27O2,425,MALLERY,ISRAEL,Lac/harbor-ucla Med Center,866.4,11
426,AWrJOD01QTFama1XpF8T,426,DELAMORA,IZABELLA,Pacifica Hospital Of The Valley,28.4,16
427,AV1fOXTEIxWefVJwfjCm,427,DIFRANCO,JACE,Good Samaritan Hospital,287.92,37
428,AWdsYF7yRxPSIh2R4ihQ,428,LEIN,JACK,Citrus Valley Medical Center-ic Campus,69.99,2
429,AWkq_ZnKa4HuVbedlBrg,429,HALTOM,JACK,Hemet Valley Medical Center,6.672,25
430,AWrJKXpfsVYjT2BJAUHi,430,DORITY,JACOB,Pih Hospital - Downey,189.588,12
431,AVwdzA6XByjofQCxsluQ,431,MARCELLUS,JAKE,Community Memorial Hospital San Buenaventura,408.744,6
432,AWlPN0CxIxWefVJwKgP1,432,HESKETT,JAKE,Santa Barbara Cottage Hospital,291.96,20
433,AWmf1lIKa4HuVbedozpq,433,HARWARD,JARED,Coalinga Regional Medical Center,4.768,1
434,AVweWo6J_7pvs4fzCPwO,434,SPINNEY,JAX,Chinese Hospital,714.3,1
435,AWrJJEclsVYjT2BJAUFu,435,DARWIN,JAXON,Kaiser Foundation Hospital - South Bay,4.812,19
436,AWrJCtJ2sVYjT2BJATwP,436,BAYLIS,JAXON,Mercy Hospital Of Folsom,247.8,3
437,AV1XXOnNFcQ3k02bFqWs,437,AMODEO,JAYLENE,Sutter Coast Hospital,1007.979,1
438,AVwd4U4yIN2L1WUf0BNB,438,SCHWANDT,JEFFERSON,Palo Verde Hospital,313.488,15
439,AWFvDC9fa4HuVbedOacz,439,MCMORROW,JENNIFER,Scripps Green Hospital,31.872,1
440,AV1c346Ta4HuVbed5otP,440,FORAKER,JEREMIAH,Kaiser Foundation Hospital - Sacramento,207.846,2
441,AVwdB9mekufWRAb51k5D,441,FYFE,JEREMY,West Anaheim Medical Center,12.22,10
442,AVweH6XQByjofQCxves6,442,SHINGLETON,JERRY,Huntington Memorial Hospital,194.94,16
443,AVzA9HHA-gnIPe8DSerM,443,BLANDON,JOEL,Stanford Health Care,70.95,5
444,AWE8ftXna4HuVbedNy26,444,WADDY,JOEL,Mercy Medical Center,91.36,3
445,AV0HmGgGLD2H7whiYXhH,445,RICCA,JOHAN,Ucsf Medical Center,242.94,8
446,AWde2Fmd3-Khe5l_smF1,446,SCHEFFER,JOHN,Adventist Health Bakersfield,22.05,9
447,AWrI6zbYsVYjT2BJATWq,447,BALLIET,JOHNNY,St Mary's Medical Center,2.91,11
448,AWrI6JjKsVYjT2BJATUV,448,PHILIPP,JOSEPH,Doctors Medical Center,59.52,16
449,AWkq84Jo3-Khe5l_3Trm,449,RISH,JUAN,Memorial Hospital Of Gardena,161.94,37
450,AVwdYogAIN2L1WUfvQV9,450,HATTAWAY,JUDAH,Good Samaritan Hospital,263.88,2
451,AWrI3n-nsVYjT2BJATMJ,451,KREJCI,JULIA,West Hills Hospital & Medical Center,30.48,25
452,AV-n87UW3-Khe5l_Y6bh,452,ORDUNO,JULIAN,Long Beach Memorial Medical Center,9.84,12
453,AV5Z_wvEa4HuVbedDHsS,453,PASSARELLI,JULIET,Eden Medical Center,35.12,6
454,AWrIzwQCsVYjT2BJAS_n,454,SKALA,JULIETTE,Clovis Community Medical Center,284.364,20
455,AWrIzuFPQTFama1XpEpg,455,ORAM,KALEB,John Muir Medical Center - Concord Campus,665.408,1
456,AWqiqwzkcuP9ADUBA1Sv,456,RAYNES,KATE,Sutter Auburn Faith Hospital,63.88,1
457,AWrIxpRcsVYjT2BJAS3n,457,HIETT,KATIE,Saint Vincent Medical Center,129.568,19
458,AVwcvmz5ByjofQCxhswH,458,TOLAN,KAYDEN,Scripps Memorial Hospital - Encinitas,747.558,3
459,AVzA9lQU3D1zeR_xBCPh,459,KIMBELL,KAYLA,Sierra Vista Regional Medical Center,8.928,1
460,AWrIwcs4cuP9ADUBCMaz,460,DELARA,KEIRA,Kaiser Foundation Hospital,103.92,15
461,AVwdJLsakufWRAb52vDn,461,FARHAT,KELSEY,Kaiser Foundation Hospital - Fremont,899.91,1
462,AWrIulaOcuP9ADUBCMT2,462,KAMPS,KENDRICK,Kaiser Foundation Hospital - Zion,51.312,2
463,AVwdb3fIByjofQCxpF7L,463,MOHNEY,KING,Mercy San Juan Medical Center,23.56,10
464,AV1ghyP0IxWefVJwfrYi,464,ESCARCEGA,LAILA,Victor Valley Global Medical Center,1272.63,16
465,AWrIsH3FcuP9ADUBCMKb,465,MELL,LAURA,Sutter Delta Medical Center,28.485,5
466,AWkrFV1B3-Khe5l_38Ys,466,MCQUAY,LEA,Huntington Beach Hospital,185.376,3
467,AVwdnmu4ByjofQCxq5ii,467,CANNIZZARO,LEAH,Memorial Hospital Los Banos,78.272,8
468,AV1jrq9-RxPSIh2RaxhF,468,DEUEL,LEAH,John F Kennedy Memorial Hospital,254.744,9
469,AVwclgnpkufWRAb5w0CE,469,LOSOYA,LEGEND,Sutter Davis Hospital,205.3328,11
470,AWiWt-_l3-Khe5l_y0TK,470,GOLDIN,LEILANI,Kaiser Foundation Hospital - Redwood City,4.788,16
471,AWrIoaRkcuP9ADUBCL7Q,471,ZAIDI,LEV,College Hospital Costa Mesa,55.48,37
472,AVwdmKq4IN2L1WUfxYMJ,472,GILLMORE,LEVI,Porterville Developmental Center,340.92,2
473,AWoyc1TYsVYjT2BJ20mn,473,BUELOW,LIAM,Sonoma Developmental Center,222.666,25
474,AWrInihCcuP9ADUBCL32,474,MAUST,LIAM,Fairview Developmental Center,703.968,12
475,AVz1iLpC3D1zeR_xC3eU,475,GUERRERA,LIAM,Los Robles Hospital & Medical Center,92.52,6
476,AVwdtS2x_7pvs4fz8iRx,476,BOUCK,LIANA,Los Alamitos Medical Center,62.65,20
477,AVzoKqvb3D1zeR_xCa7T,477,BICK,LILA,Memorial Medical Center,94.85,1
478,AWrIlz3OZ4Yw-wtdf7bL,478,KELTY,LILIANA,Kaiser Foundation Hospital - West La,95.76,1
479,AVwd99h9kufWRAb5-1Z7,479,PINES,LILY,Mission Hospital Regional Med Center,40.2,19
480,AWrIkOCvQTFama1XpDvF,480,BRAZIEL,LINA,Madera Community Hospital,14.7,3
481,AWoyWTrgcuP9ADUB4iCn,481,BRUENING,LIVIA,Fountain Valley Regional Hospital & Medical Center,704.25,1
482,AVzBCTFUFcQ3k02bBc0N,482,FRENZEL,LONDON,Eisenhower Medical Center,9.09,15
483,AV1TprLm3D1zeR_xEzco,483,KENNA,LORENZO,La Palma Intercommunity Hospital,5.96,1
484,AVwc7tFWByjofQCxjxVo,484,LORIA,LORENZO,Lakewood Regional Medical Center,159.98,2
485,AWkq8w2dIxWefVJwIPER,485,KOREN,LUCIA,Chino Valley Medical Center,29.6,10
486,AWkq79pHIxWefVJwILFL,486,CORNELIO,LUCIANA,San Dimas Community Hospital,514.165,16
487,AVwcozvm_7pvs4fzxVRx,487,POISSON,LUCY,Placentia Linda Hospital,279.96,5
488,AVwdwTri_7pvs4fz8-FS,488,RAKER,LUIS,Methodist Hospital Of Sacramento,2735.952,3
489,AVwdAOUGkufWRAb51Syi,489,PTAK,LUKAS,Foothill Presbyterian Hospital,7.992,8
490,AWrIflbyQTFama1XpDhh,490,BOHR,LUKE,University Of California Davis Medical Center,63.984,9
491,AVwdu-5rkufWRAb58wrZ,491,COURY,LYDIA,Memorialcare Saddleback Medical Center,70.368,11
492,AVweb_HIByjofQCxyMP6,492,FAILLA,LYDIA,Kaiser Foundation Hospital-san Jose,449.15,16
493,AWkq8cupIxWefVJwINTa,493,CIPRIANI,MACKENZIE,Delano Regional Medical Center,11.07,37
494,AWkq8-HU3-Khe5l_3USn,494,DELANY,MADDOX,Kaiser Foundation Hospital - Orange County - Anahe,93.98,2
495,AWrIWztwQTFama1XpDHx,495,MARMON,MADISON,St Johns Pleasant Valley Hospital,189.882,25
496,AWrIWzvDZ4Yw-wtdf6ry,496,KINCH,MAJOR,Henry Mayo Newhall  Hospital,105.42,12
